 ,121.0,126.40199999999993,5.40199999999993
 ,126.40199999999993,138.42299999999994,12.021000000000015
 ,138.42299999999994,146.07299999999992,7.649999999999977
 ,146.07299999999992,152.00799999999992,5.935000000000002
 ,152.00799999999992,157.83199999999994,5.824000000000012
 ,157.83199999999994,172.349,14.517000000000053
 ,172.349,195.32699999999994,22.977999999999952
 ,195.32699999999994,208.745,13.418000000000063
 ,208.745,230.1529999999999,21.4079999999999
 ,230.1529999999999,235.57100000000003,5.41800000000012
